new_id,sentence_id,sentence,sentence_tokens,type,dimension_group,speech_act
DOC000111,SENT031,"Em Alta Gracia , os Guevara viveram de 1930 a 1943 .","['Em', 'Alta', 'Gracia', ',', 'os', 'Guevara', 'viveram', 'de', '1930', 'a', '1943', '.']",General-purpose functions,Information-providing functions,inform
DOC000111,SENT032,"Na capital da província , Córdoba , até 1947 .","['Na', 'Em', 'a', 'capital', 'da', 'de', 'a', 'província', ',', 'Córdoba', ',', 'até', '1947', '.']",General-purpose functions,Information-providing functions,inform
DOC000111,SENT033,"Em este segundo período , o Che teve o primeiro contato com a pobreza .","['Em', 'este', 'segundo', 'período', ',', 'o', 'Che', 'teve', 'o', 'primeiro', 'contato', 'com', 'a', 'pobreza', '.']",General-purpose functions,Information-providing functions,inform
DOC000111,SENT034,"A família viveu numa casa da rua Chile , hoje uma movimentada via comercial .","['A', 'família', 'viveu', 'numa', 'em', 'uma', 'casa', 'da', 'de', 'a', 'rua', 'Chile', ',', 'hoje', 'uma', 'movimentada', 'via', 'comercial', '.']",General-purpose functions,Information-providing functions,inform
DOC000111,SENT035,Legado de Che Guevara divide vilarejo em a Argentina 50 anos após sua morte .,"['Legado', 'de', 'Che', 'Guevara', 'divide', 'vilarejo', 'em', 'a', 'Argentina', '50', 'anos', 'após', 'sua', 'morte', '.']",General-purpose functions,Information-providing functions,inform
DOC000114,SENT001,Associação Acadêmicos do Baixo Augusta está fazendo lobby por um Carnaval fora de época - mas não só .,"['Associação', 'Acadêmicos', 'do', 'de', 'o', 'Baixo', 'Augusta', 'está', 'fazendo', 'lobby', 'por', 'um', 'Carnaval', 'fora', 'de', 'época', '-', 'mas', 'não', 'só', '.']",General-purpose functions,Information-providing functions,inform
DOC000114,SENT004,""" O bloco sempre teve uma característica bastante ativista e questionadora "" , afirma .","['""', 'O', 'bloco', 'sempre', 'teve', 'uma', 'característica', 'bastante', 'ativista', 'e', 'questionadora', '""', ',', 'afirma', '.']",General-purpose functions,Information-providing functions,inform
DOC000114,SENT006,"O projeto será uma espécie de escola livre , explica Youssef .","['O', 'projeto', 'será', 'uma', 'espécie', 'de', 'escola', 'livre', ',', 'explica', 'Youssef', '.']",General-purpose functions,Information-providing functions,inform
DOC000114,SENT008,"Algumas atividades , como as rodas de samba semanais , receberão colaborações voluntárias para a manutenção do espaço .","['Algumas', 'atividades', ',', 'como', 'as', 'rodas', 'de', 'samba', 'semanais', ',', 'receberão', 'colaborações', 'voluntárias', 'para', 'a', 'manutenção', 'do', 'de', 'o', 'espaço', '.']",General-purpose functions,Information-providing functions,inform
DOC000114,SENT011,""" Temos como princípio ser um espaço de pensamento crítico e celebração da diversidade "" , resume Youssef .","['""', 'Temos', 'como', 'princípio', 'ser', 'um', 'espaço', 'de', 'pensamento', 'crítico', 'e', 'celebração', 'da', 'de', 'a', 'diversidade', '""', ',', 'resume', 'Youssef', '.']",General-purpose functions,Information-providing functions,inform
DOC000114,SENT012,""" Queremos exercer nosso papel de ilha de transgressão e reflexão crítica nesse mar de caretice . ""","['""', 'Queremos', 'exercer', 'nosso', 'papel', 'de', 'ilha', 'de', 'transgressão', 'e', 'reflexão', 'crítica', 'nesse', 'em', 'esse', 'mar', 'de', 'caretice', '.', '""']",General-purpose functions,Information-providing functions,inform
DOC000114,SENT013,Bloco Acadêmicos do Baixo Augusta inaugura centro cultural em São Paulo .,"['Bloco', 'Acadêmicos', 'do', 'de', 'o', 'Baixo', 'Augusta', 'inaugura', 'centro', 'cultural', 'em', 'São', 'Paulo', '.']",General-purpose functions,Information-providing functions,inform
DOC000115,SENT001,Quem investe em fundos conhece muito bem o come-cotas .,"['Quem', 'investe', 'em', 'fundos', 'conhece', 'muito', 'bem', 'o', 'come-cotas', '.']",General-purpose functions,Information-providing functions,inform
DOC000115,SENT003,"Alguns , com telhado de vidro , atiram pedra , esquecendo as suas próprias mazelas .","['Alguns', ',', 'com', 'telhado', 'de', 'vidro', ',', 'atiram', 'pedra', ',', 'esquecendo', 'as', 'suas', 'próprias', 'mazelas', '.']",General-purpose functions,Information-providing functions,disagreement
DOC000115,SENT008,Está se perguntando por que o tratamento fiscal de esse produto é diferente de os demais ?,"['Está', 'se', 'perguntando', 'por', 'que', 'o', 'tratamento', 'fiscal', 'de', 'esse', 'produto', 'é', 'diferente', 'de', 'os', 'demais', '?']",General-purpose functions,Information-seeking functions,question
DOC000115,SENT011,"Os investidores , cotistas de fundos , que desembolsam o Imposto de Renda antes da hora .","['Os', 'investidores', ',', 'cotistas', 'de', 'fundos', ',', 'que', 'desembolsam', 'o', 'Imposto', 'de', 'Renda', 'antes', 'da', 'de', 'a', 'hora', '.']",General-purpose functions,Information-providing functions,inform
DOC000115,SENT012,"Mas será que o come-cotas é , de fato , um bicho-papão que deve ser evitado ?","['Mas', 'será', 'que', 'o', 'come-cotas', 'é', ',', 'de', 'fato', ',', 'um', 'bicho-papão', 'que', 'deve', 'ser', 'evitado', '?']",General-purpose functions,Information-seeking functions,question
DOC000115,SENT013,"Afinal , qual é o impacto de ele em a rentabilidade de os investidores ?","['Afinal', ',', 'qual', 'é', 'o', 'impacto', 'de', 'ele', 'em', 'a', 'rentabilidade', 'de', 'os', 'investidores', '?']",General-purpose functions,Information-seeking functions,question
DOC000115,SENT014,A melhor forma de responder é usando um exemplo prático .,"['A', 'melhor', 'forma', 'de', 'responder', 'é', 'usando', 'um', 'exemplo', 'prático', '.']",General-purpose functions,Information-providing functions,answer
DOC000115,SENT015,Suponha um investidor ( A ) que aplicou R$ 10 mil em um fundo de renda fixa .,"['Suponha', 'um', 'investidor', '(', 'A', ')', 'que', 'aplicou', 'R$', '10', 'mil', 'em', 'um', 'fundo', 'de', 'renda', 'fixa', '.']",General-purpose functions,Information-providing functions,answer
DOC000115,SENT023,"Quanto maior o prazo de acumulação de os recursos , maior será a perda .","['Quanto', 'maior', 'o', 'prazo', 'de', 'acumulação', 'de', 'os', 'recursos', ',', 'maior', 'será', 'a', 'perda', '.']",General-purpose functions,Information-providing functions,answer
DOC000115,SENT024,"O mesmo acontece com a taxa de juros , quanto mais elevada , maior será o impacto .","['O', 'mesmo', 'acontece', 'com', 'a', 'taxa', 'de', 'juros', ',', 'quanto', 'mais', 'elevada', ',', 'maior', 'será', 'o', 'impacto', '.']",General-purpose functions,Information-providing functions,answer
DOC000117,SENT005,""" Eu vivi o período da ditadura e não quero nada parecido com isso "" , declarou .","['""', 'Eu', 'vivi', 'o', 'período', 'da', 'de', 'a', 'ditadura', 'e', 'não', 'quero', 'nada', 'parecido', 'com', 'isso', '""', ',', 'declarou', '.']",General-purpose functions,Information-providing functions,inform
DOC000117,SENT008,Não há nada aqui que já não tenha sido feito na história da arte .,"['Não', 'há', 'nada', 'aqui', 'que', 'já', 'não', 'tenha', 'sido', 'feito', 'na', 'em', 'a', 'história', 'da', 'de', 'a', 'arte', '.']",General-purpose functions,Information-providing functions,inform
DOC000117,SENT010,"Caetano estava acompanhado da mulher , Paula Lavigne .","['Caetano', 'estava', 'acompanhado', 'da', 'de', 'a', 'mulher', ',', 'Paula', 'Lavigne', '.']",General-purpose functions,Information-providing functions,inform
DOC000117,SENT013,São muitas as vozes que não irão se calar .,"['São', 'muitas', 'as', 'vozes', 'que', 'não', 'irão', 'se', 'calar', '.']",General-purpose functions,Information-providing functions,inform
DOC000117,SENT014,"Não aceitaremos censura nem difamação , diz a publicação .","['Não', 'aceitaremos', 'censura', 'nem', 'difamação', ',', 'diz', 'a', 'publicação', '.']",General-purpose functions,Information-providing functions,inform
DOC000117,SENT016,"Tudo é cultura , inclusive a de repressão .","['Tudo', 'é', 'cultura', ',', 'inclusive', 'a', 'de', 'repressão', '.']",General-purpose functions,Information-providing functions,inform
DOC000117,SENT017,Mas só há um tipo de cultura que constrói um país : a da liberdade .,"['Mas', 'só', 'há', 'um', 'tipo', 'de', 'cultura', 'que', 'constrói', 'um', 'país', ':', 'a', 'da', 'de', 'a', 'liberdade', '.']",General-purpose functions,Information-providing functions,inform
DOC000117,SENT019,"Saiam , por favor , desse silêncio acovardado .","['Saiam', ',', 'por', 'favor', ',', 'desse', 'de', 'esse', 'silêncio', 'acovardado', '.']",General-purpose functions,Directive functions,request
DOC000117,SENT022,"Em MG , Caetano Veloso defende liberdade de expressão de artistas .","['Em', 'MG', ',', 'Caetano', 'Veloso', 'defende', 'liberdade', 'de', 'expressão', 'de', 'artistas', '.']",General-purpose functions,Information-providing functions,inform
DOC000118,SENT002,"A partida aconteceu em Indianápolis , capital de Indiana , Estado que Pence governou entre 2013 e 2017 .","['A', 'partida', 'aconteceu', 'em', 'Indianápolis', ',', 'capital', 'de', 'Indiana', ',', 'Estado', 'que', 'Pence', 'governou', 'entre', '2013', 'e', '2017', '.']",General-purpose functions,Information-providing functions,inform
DOC000118,SENT009,Vice de os Estados Unidos deixa jogo de a NFL após protesto durante o hino .,"['Vice', 'de', 'os', 'Estados', 'Unidos', 'deixa', 'jogo', 'de', 'a', 'NFL', 'após', 'protesto', 'durante', 'o', 'hino', '.']",General-purpose functions,Information-providing functions,inform
DOC000120,SENT008, Blade Runner 2049 ' decepciona em as bilheterias em a estreia em os EUA .,"[""'"", 'Blade', 'Runner', '2049', ""'"", 'decepciona', 'em', 'as', 'bilheterias', 'em', 'a', 'estreia', 'em', 'os', 'EUA', '.']",General-purpose functions,Information-providing functions,inform
DOC000121,SENT001,"Maria de o Ceu não almejava ficar quando desembarcou em o Brasil , em 1952 .","['Maria', 'de', 'o', 'Ceu', 'não', 'almejava', 'ficar', 'quando', 'desembarcou', 'em', 'o', 'Brasil', ',', 'em', '1952', '.']",General-purpose functions,Information-providing functions,inform
DOC000121,SENT006,"Gradualmente , Guarda concretizava se como lembrança , não projeto .","['Gradualmente', ',', 'Guarda', 'concretizava', 'se', 'como', 'lembrança', ',', 'não', 'projeto', '.']",General-purpose functions,Information-providing functions,inform
DOC000121,SENT009,"No começo dos anos 70 , voltou pela primeira vez , para uma visita .","['No', 'Em', 'o', 'começo', 'dos', 'de', 'os', 'anos', '70', ',', 'voltou', 'pela', 'por', 'a', 'primeira', 'vez', ',', 'para', 'uma', 'visita', '.']",General-purpose functions,Information-providing functions,inform
DOC000121,SENT012,""" Ela se emocionava extraordinariamente com qualquer coisa . ""","['""', 'Ela', 'se', 'emocionava', 'extraordinariamente', 'com', 'qualquer', 'coisa', '.', '""']",General-purpose functions,Information-providing functions,inform
DOC000121,SENT016,"Morreu no dia 27 , aos 91 , após um infarto .","['Morreu', 'no', 'em', 'o', 'dia', '27', ',', 'aos', 'a', 'os', '91', ',', 'após', 'um', 'infarto', '.']",General-purpose functions,Information-providing functions,inform
DOC000121,SENT017,"Deixa marido , filha , irmã e sobrinhos .","['Deixa', 'marido', ',', 'filha', ',', 'irmã', 'e', 'sobrinhos', '.']",General-purpose functions,Information-providing functions,inform
DOC000122,SENT003,"Mas é também "" um de os mais difíceis para ser um publisher "" .","['Mas', 'é', 'também', '""', 'um', 'de', 'os', 'mais', 'difíceis', 'para', 'ser', 'um', 'publisher', '""', '.']",General-purpose functions,Information-providing functions,inform
DOC000122,SENT004,Ele vê problemas em três frentes .,"['Ele', 'vê', 'problemas', 'em', 'três', 'frentes', '.']",General-purpose functions,Information-providing functions,inform
DOC000122,SENT010,Estamos submetidos à mesma tendência .,"['Estamos', 'submetidos', 'à', 'a', 'a', 'mesma', 'tendência', '.']",General-purpose functions,Information-providing functions,inform
DOC000122,SENT012,Publisher de o grupo Slate vê ' notícia fraudulenta ' como ameaça a o jornalismo .,"['Publisher', 'de', 'o', 'grupo', 'Slate', 'vê', ""'"", 'notícia', 'fraudulenta', ""'"", 'como', 'ameaça', 'a', 'o', 'jornalismo', '.']",General-purpose functions,Information-providing functions,inform
DOC000123,SENT006,"Sou de a paz em qualquer parte , em a política e fora de ela .","['Sou', 'de', 'a', 'paz', 'em', 'qualquer', 'parte', ',', 'em', 'a', 'política', 'e', 'fora', 'de', 'ela', '.']",General-purpose functions,Information-providing functions,inform
DOC000123,SENT011,""" Quem tomou a iniciativa de fazer as agressões foi ele "" , afirmou em relação a Goldman .","['""', 'Quem', 'tomou', 'a', 'iniciativa', 'de', 'fazer', 'as', 'agressões', 'foi', 'ele', '""', ',', 'afirmou', 'em', 'relação', 'a', 'Goldman', '.']",General-purpose functions,Information-providing functions,inform
DOC000123,SENT012,"No dia seguinte ao pugilato verbal , Doria foi com Deus .","['No', 'Em', 'o', 'dia', 'seguinte', 'ao', 'a', 'o', 'pugilato', 'verbal', ',', 'Doria', 'foi', 'com', 'Deus', '.']",General-purpose functions,Information-providing functions,inform
DOC000123,SENT015,Capitão América também bajulou o tucano .,"['Capitão', 'América', 'também', 'bajulou', 'o', 'tucano', '.']",General-purpose functions,Information-providing functions,inform
DOC000123,SENT022,"O vaivém por aeroportos continuará , disse .","['O', 'vaivém', 'por', 'aeroportos', 'continuará', ',', 'disse', '.']",General-purpose functions,Information-providing functions,inform
DOC000123,SENT023,"Nesta semana , vai à Itália pela segunda vez em nove meses de mandato .","['Nesta', 'Em', 'esta', 'semana', ',', 'vai', 'à', 'a', 'a', 'Itália', 'pela', 'por', 'a', 'segunda', 'vez', 'em', 'nove', 'meses', 'de', 'mandato', '.']",General-purpose functions,Information-providing functions,inform
DOC000123,SENT024,"Ao lado de Capitão América e Prem Baba , Doria deseja ' paz ' a Goldman .","['Ao', 'A', 'o', 'lado', 'de', 'Capitão', 'América', 'e', 'Prem', 'Baba', ',', 'Doria', 'deseja', ""'"", 'paz', ""'"", 'a', 'Goldman', '.']",General-purpose functions,Information-providing functions,inform
DOC000124,SENT003,"Os votos contrários somam 3,9 % .","['Os', 'votos', 'contrários', 'somam', '3,9', '%', '.']",General-purpose functions,Information-providing functions,inform
DOC000124,SENT004,A votação aconteceu em 900 cidades dos três Estados do Sul .,"['A', 'votação', 'aconteceu', 'em', '900', 'cidades', 'dos', 'de', 'os', 'três', 'Estados', 'do', 'de', 'o', 'Sul', '.']",General-purpose functions,Information-providing functions,inform
DOC000124,SENT005,O movimento registrava a participação de 331.378 eleitores no plebiscito .,"['O', 'movimento', 'registrava', 'a', 'participação', 'de', '331.378', 'eleitores', 'no', 'em', 'o', 'plebiscito', '.']",General-purpose functions,Information-providing functions,inform
DOC000124,SENT018,"Com baixa participação , proposta de a separação de o Sul vence plebiscito informal .","['Com', 'baixa', 'participação', ',', 'proposta', 'de', 'a', 'separação', 'de', 'o', 'Sul', 'vence', 'plebiscito', 'informal', '.']",General-purpose functions,Information-providing functions,inform
DOC000127,SENT003,O acordo foi alcançado após sete horas de conversas .,"['O', 'acordo', 'foi', 'alcançado', 'após', 'sete', 'horas', 'de', 'conversas', '.']",General-purpose functions,Information-providing functions,inform
DOC000127,SENT004,O limite proposto é de 200 mil refugiados por ano .,"['O', 'limite', 'proposto', 'é', 'de', '200', 'mil', 'refugiados', 'por', 'ano', '.']",General-purpose functions,Information-providing functions,inform
DOC000127,SENT006,Uma coletiva de imprensa em esta segunda-feira deve anunciar o resultado de as conversas .,"['Uma', 'coletiva', 'de', 'imprensa', 'em', 'esta', 'segunda-feira', 'deve', 'anunciar', 'o', 'resultado', 'de', 'as', 'conversas', '.']",General-purpose functions,Information-providing functions,inform
DOC000127,SENT009,O prazo é de um mês após as eleições .,"['O', 'prazo', 'é', 'de', 'um', 'mês', 'após', 'as', 'eleições', '.']",General-purpose functions,Information-providing functions,inform
DOC000127,SENT015,Os requerentes cujos pedidos sejam rejeitados seriam devolvidos a seus países de origem .,"['Os', 'requerentes', 'cujos', 'pedidos', 'sejam', 'rejeitados', 'seriam', 'devolvidos', 'a', 'seus', 'países', 'de', 'origem', '.']",General-purpose functions,Information-providing functions,inform
DOC000127,SENT021,Merkel cede e aceita limitar número de refugiados recebidos por ano .,"['Merkel', 'cede', 'e', 'aceita', 'limitar', 'número', 'de', 'refugiados', 'recebidos', 'por', 'ano', '.']",General-purpose functions,Information-providing functions,inform
DOC000128,SENT003,O astro do Manchester City e da seleção brasileira disse estar feliz por ter voltado para casa .,"['O', 'astro', 'do', 'de', 'o', 'Manchester', 'City', 'e', 'da', 'de', 'a', 'seleção', 'brasileira', 'disse', 'estar', 'feliz', 'por', 'ter', 'voltado', 'para', 'casa', '.']",General-purpose functions,Information-providing functions,inform
DOC000128,SENT004,Ele foi revelado por o Palmeiras e negociado com a Inglaterra em o ano passado .,"['Ele', 'foi', 'revelado', 'por', 'o', 'Palmeiras', 'e', 'negociado', 'com', 'a', 'Inglaterra', 'em', 'o', 'ano', 'passado', '.']",General-purpose functions,Information-providing functions,inform
DOC000128,SENT005,"Consegui fazer uma história aqui , apesar de curta .","['Consegui', 'fazer', 'uma', 'história', 'aqui', ',', 'apesar', 'de', 'curta', '.']",General-purpose functions,Information-providing functions,inform
DOC000128,SENT006,"É muito gratificante ser sempre lembrado por os torcedores de o Palmeiras , afirmou .","['É', 'muito', 'gratificante', 'ser', 'sempre', 'lembrado', 'por', 'os', 'torcedores', 'de', 'o', 'Palmeiras', ',', 'afirmou', '.']",Dimension-specific functions,Social obligations management functions,thanking
DOC000128,SENT008,É a 1ª vez que a seleção joga uma partida oficial no estádio do Palmeiras .,"['É', 'a', '1ª', 'vez', 'que', 'a', 'seleção', 'joga', 'uma', 'partida', 'oficial', 'no', 'em', 'o', 'estádio', 'do', 'de', 'o', 'Palmeiras', '.']",General-purpose functions,Information-providing functions,inform
DOC000128,SENT010,O cenário [ Allianz Parque ] é o ideal .,"['O', 'cenário', '[', 'Allianz', 'Parque', ']', 'é', 'o', 'ideal', '.']",General-purpose functions,Information-providing functions,inform
DOC000128,SENT013,"Gabriel vai enfrentar Claudio Bravo , 34 , seu companheiro de Manchester e goleiro do Chile .","['Gabriel', 'vai', 'enfrentar', 'Claudio', 'Bravo', ',', '34', ',', 'seu', 'companheiro', 'de', 'Manchester', 'e', 'goleiro', 'do', 'de', 'o', 'Chile', '.']",General-purpose functions,Information-providing functions,inform
DOC000128,SENT015,Deve ser a última partida de o Brasil em solo brasileiro antes de o mundial .,"['Deve', 'ser', 'a', 'última', 'partida', 'de', 'o', 'Brasil', 'em', 'solo', 'brasileiro', 'antes', 'de', 'o', 'mundial', '.']",General-purpose functions,Information-providing functions,inform
DOC000128,SENT016,CBF agendou até agora mais três amistosos até a estreia em a Rússia em junho .,"['CBF', 'agendou', 'até', 'agora', 'mais', 'três', 'amistosos', 'até', 'a', 'estreia', 'em', 'a', 'Rússia', 'em', 'junho', '.']",General-purpose functions,Information-providing functions,inform
DOC000128,SENT017,"Vai jogar contra Japão e Inglaterra , em novembro , na Europa .","['Vai', 'jogar', 'contra', 'Japão', 'e', 'Inglaterra', ',', 'em', 'novembro', ',', 'na', 'em', 'a', 'Europa', '.']",General-purpose functions,Information-providing functions,inform
DOC000128,SENT018,"Em março de o ano que vem , enfrenta a Alemanha , em Berlin .","['Em', 'março', 'de', 'o', 'ano', 'que', 'vem', ',', 'enfrenta', 'a', 'Alemanha', ',', 'em', 'Berlin', '.']",General-purpose functions,Information-providing functions,inform
DOC000128,SENT022,Brasil está classificado para o Mundial .,"['Brasil', 'está', 'classificado', 'para', 'o', 'Mundial', '.']",General-purpose functions,Information-providing functions,inform
DOC000128,SENT023,O último jogo das eliminatórias da seleção interessa à Argentina .,"['O', 'último', 'jogo', 'das', 'de', 'as', 'eliminatórias', 'da', 'de', 'a', 'seleção', 'interessa', 'à', 'a', 'a', 'Argentina', '.']",General-purpose functions,Information-providing functions,inform
DOC000128,SENT025,"Os argentinos enfrentam o Equador , fora de casa .","['Os', 'argentinos', 'enfrentam', 'o', 'Equador', ',', 'fora', 'de', 'casa', '.']",General-purpose functions,Information-providing functions,inform
DOC000128,SENT027,Foi exatamente contra os chilenos que o Brasil estreou em as eliminatórias para a Rússia .,"['Foi', 'exatamente', 'contra', 'os', 'chilenos', 'que', 'o', 'Brasil', 'estreou', 'em', 'as', 'eliminatórias', 'para', 'a', 'Rússia', '.']",General-purpose functions,Information-providing functions,inform
DOC000128,SENT029,"Desde então , houve uma troca no comando técnico .","['Desde', 'então', ',', 'houve', 'uma', 'troca', 'no', 'em', 'o', 'comando', 'técnico', '.']",General-purpose functions,Information-providing functions,inform
DOC000128,SENT030,Naquela época parecia que nada estava dando certo .,"['Naquela', 'Em', 'aquela', 'época', 'parecia', 'que', 'nada', 'estava', 'dando', 'certo', '.']",General-purpose functions,Information-providing functions,inform
DOC000128,SENT032,Gabriel Jesus volta a o Palmeiras e sonha com a Copa de o Mundo .,"['Gabriel', 'Jesus', 'volta', 'a', 'o', 'Palmeiras', 'e', 'sonha', 'com', 'a', 'Copa', 'de', 'o', 'Mundo', '.']",General-purpose functions,Information-providing functions,inform
DOC000130,SENT003,"Enormes colunas de fumaça preta subiam desse estabelecimento , onde parte do teto desabou .","['Enormes', 'colunas', 'de', 'fumaça', 'preta', 'subiam', 'desse', 'de', 'esse', 'estabelecimento', ',', 'onde', 'parte', 'do', 'de', 'o', 'teto', 'desabou', '.']",General-purpose functions,Information-providing functions,inform
DOC000130,SENT006,Incêndio em shopping em Moscou leva a a retirada de 3.000 pessoas ; há feridos .,"['Incêndio', 'em', 'shopping', 'em', 'Moscou', 'leva', 'a', 'a', 'retirada', 'de', '3.000', 'pessoas', ';', 'há', 'feridos', '.']",General-purpose functions,Information-providing functions,inform
DOC000131,SENT012,Filmes que retratam Antônio Callado e Henfil provocam reflexões sobre o país .,"['Filmes', 'que', 'retratam', 'Antônio', 'Callado', 'e', 'Henfil', 'provocam', 'reflexões', 'sobre', 'o', 'país', '.']",General-purpose functions,Information-providing functions,inform
DOC000134,SENT002,A creche tinha capacidade para 82 crianças .,"['A', 'creche', 'tinha', 'capacidade', 'para', '82', 'crianças', '.']",General-purpose functions,Information-providing functions,inform
DOC000134,SENT007,Ministério Público Estadual em Minas Gerais abriu quatro procedimentos para investigar o caso .,"['Ministério', 'Público', 'Estadual', 'em', 'Minas', 'Gerais', 'abriu', 'quatro', 'procedimentos', 'para', 'investigar', 'o', 'caso', '.']",General-purpose functions,Information-providing functions,inform
DOC000134,SENT014,"Eu entrei , procurei o menino dentro da creche e nada .","['Eu', 'entrei', ',', 'procurei', 'o', 'menino', 'dentro', 'da', 'de', 'a', 'creche', 'e', 'nada', '.']",General-purpose functions,Information-providing functions,inform
DOC000134,SENT015,"Quando saí , encontrei uma das professoras dele e ela me falou que Kaio estava bem .","['Quando', 'saí', ',', 'encontrei', 'uma', 'das', 'de', 'as', 'professoras', 'dele', 'de', 'ele', 'e', 'ela', 'me', 'falou', 'que', 'Kaio', 'estava', 'bem', '.']",General-purpose functions,Information-providing functions,inform
DOC000134,SENT018,"Estou feliz por estar com meu filho em casa , mas muito preocupada com ela [ Maísa ] também .","['Estou', 'feliz', 'por', 'estar', 'com', 'meu', 'filho', 'em', 'casa', ',', 'mas', 'muito', 'preocupada', 'com', 'ela', '[', 'Maísa', ']', 'também', '.']",Dimension-specific functions,Social obligations management functions,sympathyExpression
DOC000134,SENT020,O estado de saúde de Maísa é grave .,"['O', 'estado', 'de', 'saúde', 'de', 'Maísa', 'é', 'grave', '.']",General-purpose functions,Information-providing functions,inform
DOC000134,SENT023,A família de Kaio disse que começará o atendimento nesta segunda-feira .,"['A', 'família', 'de', 'Kaio', 'disse', 'que', 'começará', 'o', 'atendimento', 'nesta', 'em', 'esta', 'segunda-feira', '.']",General-purpose functions,Information-providing functions,inform
DOC000134,SENT026,"De acordo com a prefeitura , foi Damião quem não se apresentou para procurar o tratamento .","['De', 'acordo', 'com', 'a', 'prefeitura', ',', 'foi', 'Damião', 'quem', 'não', 'se', 'apresentou', 'para', 'procurar', 'o', 'tratamento', '.']",General-purpose functions,Information-providing functions,inform
DOC000134,SENT033,Polícia Civil também investiga o caso e deve concluir o inquérito em até 30 dias .,"['Polícia', 'Civil', 'também', 'investiga', 'o', 'caso', 'e', 'deve', 'concluir', 'o', 'inquérito', 'em', 'até', '30', 'dias', '.']",General-purpose functions,Information-providing functions,inform
DOC000134,SENT034,"Prefeitura vai demolir creche palco de tragédia em Janaúba , em o norte de MG .","['Prefeitura', 'vai', 'demolir', 'creche', 'palco', 'de', 'tragédia', 'em', 'Janaúba', ',', 'em', 'o', 'norte', 'de', 'MG', '.']",General-purpose functions,Information-providing functions,inform
DOC000136,SENT002,"Ao viajar sozinha , estaria mais vulnerável a crimes , como furtos .","['Ao', 'A', 'o', 'viajar', 'sozinha', ',', 'estaria', 'mais', 'vulnerável', 'a', 'crimes', ',', 'como', 'furtos', '.']",General-purpose functions,Information-providing functions,inform
DOC000136,SENT003,"Além disso , haveria um enorme desgaste físico até chegar às festividades do Círio de Nazaré .","['Além', 'disso', 'de', 'isso', ',', 'haveria', 'um', 'enorme', 'desgaste', 'físico', 'até', 'chegar', 'às', 'a', 'as', 'festividades', 'do', 'de', 'o', 'Círio', 'de', 'Nazaré', '.']",General-purpose functions,Information-providing functions,inform
DOC000136,SENT004,A obsessão em cumprir uma promessa a Nossa Senhora de Nazaré venceu o que havia de receio .,"['A', 'obsessão', 'em', 'cumprir', 'uma', 'promessa', 'a', 'Nossa', 'Senhora', 'de', 'Nazaré', 'venceu', 'o', 'que', 'havia', 'de', 'receio', '.']",General-purpose functions,Information-providing functions,inform
DOC000136,SENT006,"Há sete meses , Luana passou por um transplante de medula no hospital Sírio-Libanês , em São Paulo .","['Há', 'sete', 'meses', ',', 'Luana', 'passou', 'por', 'um', 'transplante', 'de', 'medula', 'no', 'em', 'o', 'hospital', 'Sírio-Libanês', ',', 'em', 'São', 'Paulo', '.']",General-purpose functions,Information-providing functions,inform
DOC000136,SENT010,Foi o que ela fez a o longo de duas semanas .,"['Foi', 'o', 'que', 'ela', 'fez', 'a', 'o', 'longo', 'de', 'duas', 'semanas', '.']",General-purpose functions,Information-providing functions,inform
DOC000136,SENT013,Era o menor de os seus problemas .,"['Era', 'o', 'menor', 'de', 'os', 'seus', 'problemas', '.']",General-purpose functions,Information-providing functions,inform
DOC000136,SENT016,"Atualmente nove romarias compõem as festividades , que têm reunido centenas de milhares de pessoas todos os anos .","['Atualmente', 'nove', 'romarias', 'compõem', 'as', 'festividades', ',', 'que', 'têm', 'reunido', 'centenas', 'de', 'milhares', 'de', 'pessoas', 'todos', 'os', 'anos', '.']",General-purpose functions,Information-providing functions,inform
DOC000136,SENT017,A cerimônia acontece na cidade desde 1793 .,"['A', 'cerimônia', 'acontece', 'na', 'em', 'a', 'cidade', 'desde', '1793', '.']",General-purpose functions,Information-providing functions,inform
DOC000136,SENT018,""" Não consigo fazer nada sem que a Nossa Senhora me acompanhe "" , diz Lydiane , que mantém uma pequena pousada na praia de Atalaia , em Salinópolis .","['""', 'Não', 'consigo', 'fazer', 'nada', 'sem', 'que', 'a', 'Nossa', 'Senhora', 'me', 'acompanhe', '""', ',', 'diz', 'Lydiane', ',', 'que', 'mantém', 'uma', 'pequena', 'pousada', 'na', 'em', 'a', 'praia', 'de', 'Atalaia', ',', 'em', 'Salinópolis', '.']",General-purpose functions,Information-providing functions,inform
DOC000136,SENT023,"São , em a verdade , cinco trechos de corda de longa espessura .","['São', ',', 'em', 'a', 'verdade', ',', 'cinco', 'trechos', 'de', 'corda', 'de', 'longa', 'espessura', '.']",General-purpose functions,Information-providing functions,inform
DOC000136,SENT024,"Ao fim dessa sequência , vem a imagem da santa , conduzida por dezenas de fiéis .","['Ao', 'A', 'o', 'fim', 'dessa', 'de', 'essa', 'sequência', ',', 'vem', 'a', 'imagem', 'da', 'de', 'a', 'santa', ',', 'conduzida', 'por', 'dezenas', 'de', 'fiéis', '.']",General-purpose functions,Information-providing functions,inform
